cluster,gene
MYH11+ C13 SalivaryGland,ECRG4
MYH11+ C13 SalivaryGland,COL21A1
MYH11+ C13 SalivaryGland,ASPN
MYH11+ C13 SalivaryGland,PRG4
MYH11+ C13 SalivaryGland,SEMA3C
MYH11+ C13 SalivaryGland,SYT10
MYH11+ C13 SalivaryGland,EDIL3
MYH11+ C13 SalivaryGland,LMOD1
MYH11+ C13 SalivaryGland,RAMP3
MYH11+ C13 SalivaryGland,KLF12
MYH11+ C13 SalivaryGland,PLEKHH2
MYH11+ C13 SalivaryGland,SLC2A4
MYH11+ C13 SalivaryGland,THSD4
MYH11+ C13 SalivaryGland,NRP2
MYH11+ C13 SalivaryGland,VCL
MYH11+ C13 SalivaryGland,TGFBI
MYH11+ C13 SalivaryGland,VSTM2A
MYH11+ C13 SalivaryGland,COX7A1
MYH11+ C13 SalivaryGland,LUZP2
MYH11+ C13 SalivaryGland,ADAMTS6
MYH11+ C13 SalivaryGland,SORT1
MYH11+ C13 SalivaryGland,COMP
MYH11+ C13 SalivaryGland,SCX
MYH11+ C13 SalivaryGland,MACROD2
MYH11+ C13 SalivaryGland,MYH11
MYH11+ C13 SalivaryGland,CLDN1
MYH11+ C13 SalivaryGland,TNN
MYH11+ C13 SalivaryGland,ANGPTL7
MYH11+ C13 SalivaryGland,ZNF615
MYH11+ C13 SalivaryGland,MTSS1
MYH11+ C13 SalivaryGland,FAM126B
MYH11+ C13 SalivaryGland,TSPAN15
MYH11+ C13 SalivaryGland,DOCK9
MYH11+ C13 SalivaryGland,COL12A1
MYH11+ C13 SalivaryGland,HMCN1
MYH11+ C13 SalivaryGland,DIRAS3
MYH11+ C13 SalivaryGland,CAV1
MYH11+ C13 SalivaryGland,MTMR12
MYH11+ C13 SalivaryGland,DYRK1A
MYH11+ C13 SalivaryGland,MYEF2
MYH11+ C13 SalivaryGland,ITGA9
MYH11+ C13 SalivaryGland,NR2F2
MYH11+ C13 SalivaryGland,SBSPON
MYH11+ C13 SalivaryGland,SNX18
MYH11+ C13 SalivaryGland,NPNT
MYH11+ C13 SalivaryGland,FLNB
MYH11+ C13 SalivaryGland,TMEM186
MYH11+ C13 SalivaryGland,GJB6
MYH11+ C13 SalivaryGland,PDGFC
MYH11+ C13 SalivaryGland,CTBP2
MYH11+ C13 SalivaryGland,CCN2
MYH11+ C13 SalivaryGland,PEPD
MYH11+ C13 SalivaryGland,ASH1L
MYH11+ C13 SalivaryGland,PPP1R12B
MYH11+ C13 SalivaryGland,DIRAS1
MYH11+ C13 SalivaryGland,BNC2
MYH11+ C13 SalivaryGland,EFR3A
MYH11+ C13 SalivaryGland,SLF2
MYH11+ C13 SalivaryGland,NMNAT3
MYH11+ C13 SalivaryGland,EZR
MYH11+ C13 SalivaryGland,NIPAL2
MYH11+ C13 SalivaryGland,SORBS1
MYH11+ C13 SalivaryGland,ACTA2
MYH11+ C13 SalivaryGland,DMXL1
MYH11+ C13 SalivaryGland,GUCY1A1
MYH11+ C13 SalivaryGland,CCDC3
MYH11+ C13 SalivaryGland,MATN2
MYH11+ C13 SalivaryGland,SLC37A3
MYH11+ C13 SalivaryGland,ERAP1
MYH11+ C13 SalivaryGland,RERG
MYH11+ C13 SalivaryGland,ITGAV
MYH11+ C13 SalivaryGland,ARMC8
MYH11+ C13 SalivaryGland,DMD
MYH11+ C13 SalivaryGland,WDR1
MYH11+ C13 SalivaryGland,TSPAN3
MYH11+ C13 SalivaryGland,SLC2A1
MYH11+ C13 SalivaryGland,PMEPA1
MYH11+ C13 SalivaryGland,ATP9A
MYH11+ C13 SalivaryGland,C12orf75
MYH11+ C13 SalivaryGland,SACS
MYH11+ C13 SalivaryGland,HSPB7
MYH11+ C13 SalivaryGland,IFT88
MYH11+ C13 SalivaryGland,GRASP
MYH11+ C13 SalivaryGland,TPM1
MYH11+ C13 SalivaryGland,LGALS8
MYH11+ C13 SalivaryGland,USP54
MYH11+ C13 SalivaryGland,SEC23IP
MYH11+ C13 SalivaryGland,CLUL1
MYH11+ C13 SalivaryGland,ANKRD13D
MYH11+ C13 SalivaryGland,PLN
MYH11+ C13 SalivaryGland,CLIP4
MYH11+ C13 SalivaryGland,CAV2
MYH11+ C13 SalivaryGland,FRZB
MYH11+ C13 SalivaryGland,CDC42EP3
MYH11+ C13 SalivaryGland,SYTL2
MYH11+ C13 SalivaryGland,FOXJ2
MYH11+ C13 SalivaryGland,KLHL20
MYH11+ C13 SalivaryGland,TTLL7
MYH11+ C13 SalivaryGland,CAMSAP1
MYH11+ C13 SalivaryGland,KNOP1
MYH11+ C13 SalivaryGland,OMD
MYH11+ C13 SalivaryGland,FBP1
MYH11+ C13 SalivaryGland,CRIP2
MYH11+ C13 SalivaryGland,SMARCC2
MYH11+ C13 SalivaryGland,FBXL22
MYH11+ C13 SalivaryGland,DYNC1H1
MYH11+ C13 SalivaryGland,LYRM2
MYH11+ C13 SalivaryGland,DMPK
MYH11+ C13 SalivaryGland,ATL2
MYH11+ C13 SalivaryGland,TNC
MYH11+ C13 SalivaryGland,RAMP1
MYH11+ C13 SalivaryGland,GRK5
MYH11+ C13 SalivaryGland,RCAN2
MYH11+ C13 SalivaryGland,MYLK
MYH11+ C13 SalivaryGland,CAP2
MYH11+ C13 SalivaryGland,PHF3
MYH11+ C13 SalivaryGland,BTC
MYH11+ C13 SalivaryGland,ELOVL4
MYH11+ C13 SalivaryGland,RGCC
MYH11+ C13 SalivaryGland,MAS1
MYH11+ C13 SalivaryGland,AKAP1
MYH11+ C13 SalivaryGland,LRRFIP1
MYH11+ C13 SalivaryGland,LBH
MYH11+ C13 SalivaryGland,MSRA
MYH11+ C13 SalivaryGland,MTCL1
MYH11+ C13 SalivaryGland,RGS5
MYH11+ C13 SalivaryGland,SEPTIN9
MYH11+ C13 SalivaryGland,CLDND1
MYH11+ C13 SalivaryGland,RFX1
MYH11+ C13 SalivaryGland,RELL1
MYH11+ C13 SalivaryGland,MYO1C
MYH11+ C13 SalivaryGland,FHL2
MYH11+ C13 SalivaryGland,CD55
MYH11+ C13 SalivaryGland,MICAL2
MYH11+ C13 SalivaryGland,PDLIM5
MYH11+ C13 SalivaryGland,MAMDC2
MYH11+ C13 SalivaryGland,RIMS1
MYH11+ C13 SalivaryGland,MED23
MYH11+ C13 SalivaryGland,PACSIN2
MYH11+ C13 SalivaryGland,JHY
MYH11+ C13 SalivaryGland,TRIM62
MYH11+ C13 SalivaryGland,PRUNE2
MYH11+ C13 SalivaryGland,USP13
MYH11+ C13 SalivaryGland,GPC1
MYH11+ C13 SalivaryGland,LPAR6
MYH11+ C13 SalivaryGland,SHANK2
MYH11+ C13 SalivaryGland,OPA3
MYH11+ C13 SalivaryGland,BMP6
MYH11+ C13 SalivaryGland,NIBAN1
MYH11+ C13 SalivaryGland,SGMS2
MYH11+ C13 SalivaryGland,CTSZ
MYH11+ C13 SalivaryGland,RWDD2A
MYH11+ C13 SalivaryGland,USP53
MYH11+ C13 SalivaryGland,ABCC9
MYH11+ C13 SalivaryGland,CNTN4
MYH11+ C13 SalivaryGland,UTRN
MYH11+ C13 SalivaryGland,CCDC102B
MYH11+ C13 SalivaryGland,C3orf70
MYH11+ C13 SalivaryGland,RBKS
MYH11+ C13 SalivaryGland,VASP
MYH11+ C13 SalivaryGland,CLIC5
MYH11+ C13 SalivaryGland,MAPKBP1
MYH11+ C13 SalivaryGland,TES
MYH11+ C13 SalivaryGland,SLC6A6
MYH11+ C13 SalivaryGland,LTBP4
MYH11+ C13 SalivaryGland,PROSER3
MYH11+ C13 SalivaryGland,C1orf131
MYH11+ C13 SalivaryGland,REPIN1
MYH11+ C13 SalivaryGland,ZNF37A
MYH11+ C13 SalivaryGland,DIPK1B
MYH11+ C13 SalivaryGland,API5
MYH11+ C13 SalivaryGland,ANTKMT
MYH11+ C13 SalivaryGland,CDK5RAP2
MYH11+ C13 SalivaryGland,BLVRA
MYH11+ C13 SalivaryGland,PRELP
MYH11+ C13 SalivaryGland,ABCA3
MYH11+ C13 SalivaryGland,TET1
MYH11+ C13 SalivaryGland,EMCN
MYH11+ C13 SalivaryGland,C1orf35
MYH11+ C13 SalivaryGland,GABPB2
MYH11+ C13 SalivaryGland,SELP
MYH11+ C13 SalivaryGland,CCDC112
MYH11+ C13 SalivaryGland,MFAP5
MYH11+ C13 SalivaryGland,APPBP2
MYH11+ C13 SalivaryGland,CCDC107
MYH11+ C13 SalivaryGland,PDLIM4
MYH11+ C13 SalivaryGland,ANKRD50
MYH11+ C13 SalivaryGland,HDAC2
MYH11+ C13 SalivaryGland,KCNA7
MYH11+ C13 SalivaryGland,FNBP1L
MYH11+ C13 SalivaryGland,FAM91A1
MYH11+ C13 SalivaryGland,ZMAT1
MYH11+ C13 SalivaryGland,KIF5C
MYH11+ C13 SalivaryGland,MRPS25
MYH11+ C13 SalivaryGland,WDR33
MYH11+ C13 SalivaryGland,POLR2B
MYH11+ C13 SalivaryGland,PIGK
MYH11+ C13 SalivaryGland,CSRP1
MYH11+ C13 SalivaryGland,DSG3
MYH11+ C13 SalivaryGland,THBD
MYH11+ C13 SalivaryGland,CALCRL
MYH11+ C13 SalivaryGland,GSE1
MYH11+ C13 SalivaryGland,MISP3
MYH11+ C13 SalivaryGland,PPP4R3A
MYH11+ C13 SalivaryGland,NBR1
MYH11+ C13 SalivaryGland,LRRN3
MYH11+ C13 SalivaryGland,SFRP4
MYH11+ C13 SalivaryGland,BRWD1
MYH11+ C13 SalivaryGland,CAP1
MYH11+ C13 SalivaryGland,COL23A1
MYH11+ C13 SalivaryGland,ADIRF
MYH11+ C13 SalivaryGland,EED
MYH11+ C13 SalivaryGland,YIPF4
MYH11+ C13 SalivaryGland,ZNF84
MYH11+ C13 SalivaryGland,MFSD12
MYH11+ C13 SalivaryGland,AQP1
MYH11+ C13 SalivaryGland,RASGRP2
MYH11+ C13 SalivaryGland,SLC17A9
MYH11+ C13 SalivaryGland,SGCB
MYH11+ C13 SalivaryGland,ECHDC2
MYH11+ C13 SalivaryGland,SLC46A1
MYH11+ C13 SalivaryGland,HHIP
MYH11+ C13 SalivaryGland,LXN
MYH11+ C13 SalivaryGland,PAPPA
MYH11+ C13 SalivaryGland,CCDC186
MYH11+ C13 SalivaryGland,COBLL1
MYH11+ C13 SalivaryGland,ENGASE
MYH11+ C13 SalivaryGland,ATP11C
MYH11+ C13 SalivaryGland,TRIQK
MYH11+ C13 SalivaryGland,SLC1A4
MYH11+ C13 SalivaryGland,TMEM220
MYH11+ C13 SalivaryGland,CCN3
MYH11+ C13 SalivaryGland,SLC29A1
MYH11+ C13 SalivaryGland,RPAP2
MYH11+ C13 SalivaryGland,GET3
MYH11+ C13 SalivaryGland,HERC1
MYH11+ C13 SalivaryGland,KMT2A
MYH11+ C13 SalivaryGland,TPPP3
MYH11+ C13 SalivaryGland,LUC7L3
MYH11+ C13 SalivaryGland,PFKP
MYH11+ C13 SalivaryGland,SGCA
MYH11+ C13 SalivaryGland,GRID1
MYH11+ C13 SalivaryGland,MTOR
MYH11+ C13 SalivaryGland,TMTC3
MYH11+ C13 SalivaryGland,ROBO2
MYH11+ C13 SalivaryGland,VIRMA
MYH11+ C13 SalivaryGland,PIP5K1C
MYH11+ C13 SalivaryGland,VPS13C
MYH11+ C13 SalivaryGland,PLEKHJ1
MYH11+ C13 SalivaryGland,CAMK1
MYH11+ C13 SalivaryGland,TRIM66
MYH11+ C13 SalivaryGland,SLC12A4
MYH11+ C13 SalivaryGland,IP6K3
MYH11+ C13 SalivaryGland,CHPF
MYH11+ C13 SalivaryGland,WNK1
MYH11+ C13 SalivaryGland,PANK3
MYH11+ C13 SalivaryGland,PIK3C2B
MYH11+ C13 SalivaryGland,TRIM33
MYH11+ C13 SalivaryGland,RORA
MYH11+ C13 SalivaryGland,MZF1
MYH11+ C13 SalivaryGland,GPX3
MYH11+ C13 SalivaryGland,MGAT1
MYH11+ C13 SalivaryGland,HACD2
MYH11+ C13 SalivaryGland,LGR5
MYH11+ C13 SalivaryGland,STK17A
MYH11+ C13 SalivaryGland,DOCK5
MYH11+ C13 SalivaryGland,HTRA4
MYH11+ C13 SalivaryGland,SMAD9
MYH11+ C13 SalivaryGland,YPEL3
MYH11+ C13 SalivaryGland,TMEM138
MYH11+ C13 SalivaryGland,CACNB2
MYH11+ C13 SalivaryGland,CNN1
MYH11+ C13 SalivaryGland,ZFHX4
MYH11+ C13 SalivaryGland,TMSB15A
MYH11+ C13 SalivaryGland,IGFBP6
MYH11+ C13 SalivaryGland,MDGA2
MYH11+ C13 SalivaryGland,CEP250
MYH11+ C13 SalivaryGland,HSDL2
MYH11+ C13 SalivaryGland,CTHRC1
MYH11+ C13 SalivaryGland,FGFR1OP
MYH11+ C13 SalivaryGland,CLUAP1
MYH11+ C13 SalivaryGland,LOXL1
MYH11+ C13 SalivaryGland,SDF2
MYH11+ C13 SalivaryGland,MEF2A
MYH11+ C13 SalivaryGland,FKBP14
MYH11+ C13 SalivaryGland,ARHGAP1
MYH11+ C13 SalivaryGland,PHKB
MYH11+ C13 SalivaryGland,FRMD3
MYH11+ C13 SalivaryGland,KIF13A
MYH11+ C13 SalivaryGland,GDI2
MYH11+ C13 SalivaryGland,MT1X
MYH11+ C13 SalivaryGland,GOLGA8B
MYH11+ C13 SalivaryGland,C17orf75
MYH11+ C13 SalivaryGland,SELENBP1
MYH11+ C13 SalivaryGland,SNCAIP
MYH11+ C13 SalivaryGland,MLH3
MYH11+ C13 SalivaryGland,KIAA0408
MYH11+ C13 SalivaryGland,PTPN14
MYH11+ C13 SalivaryGland,EXOC2
MYH11+ C13 SalivaryGland,OSTM1
MYH11+ C13 SalivaryGland,AQP7
MYH11+ C13 SalivaryGland,ZMPSTE24
MYH11+ C13 SalivaryGland,MGAT5
MYH11+ C13 SalivaryGland,JDP2
MYH11+ C13 SalivaryGland,KHDC1
MYH11+ C13 SalivaryGland,FAM214B
MYH11+ C13 SalivaryGland,TPM2
MYH11+ C13 SalivaryGland,TRAPPC2
MYH11+ C13 SalivaryGland,ADAM32
MYH11+ C13 SalivaryGland,FKBP3
MYH11+ C13 SalivaryGland,DNAJC13
MYH11+ C13 SalivaryGland,TMBIM1
MYH11+ C13 SalivaryGland,P2RY1
MYH11+ C13 SalivaryGland,LEPR
MYH11+ C13 SalivaryGland,FAM189A2
MYH11+ C13 SalivaryGland,ZNF239
MYH11+ C13 SalivaryGland,LIMCH1
MYH11+ C13 SalivaryGland,STK4
MYH11+ C13 SalivaryGland,FHL1
MYH11+ C13 SalivaryGland,MTHFD1L
MYH11+ C13 SalivaryGland,ENTPD7
MYH11+ C13 SalivaryGland,COPB1
MYH11+ C13 SalivaryGland,ZNF865
MYH11+ C13 SalivaryGland,F13A1
MYH11+ C13 SalivaryGland,KIF21A
MYH11+ C13 SalivaryGland,REEP3
MYH11+ C13 SalivaryGland,STAG3
MYH11+ C13 SalivaryGland,PSD3
MYH11+ C13 SalivaryGland,CSGALNACT2
MYH11+ C13 SalivaryGland,SOX5
MYH11+ C13 SalivaryGland,CNNM2
MYH11+ C13 SalivaryGland,KLF7
MYH11+ C13 SalivaryGland,UCP2
MYH11+ C13 SalivaryGland,COL8A1
MYH11+ C13 SalivaryGland,FNIP2
MYH11+ C13 SalivaryGland,C16orf54
MYH11+ C13 SalivaryGland,CAPRIN1
MYH11+ C13 SalivaryGland,EOGT
MYH11+ C13 SalivaryGland,ITGA3
MYH11+ C13 SalivaryGland,NCOA3
MYH11+ C13 SalivaryGland,PRMT2
MYH11+ C13 SalivaryGland,IGFBP2
MYH11+ C13 SalivaryGland,BMP2
MYH11+ C13 SalivaryGland,MPV17L
MYH11+ C13 SalivaryGland,RNF217
MYH11+ C13 SalivaryGland,POLL
MYH11+ C13 SalivaryGland,NUMBL
MYH11+ C13 SalivaryGland,CLTB
MYH11+ C13 SalivaryGland,LRRC74B
MYH11+ C13 SalivaryGland,TRIO
MYH11+ C13 SalivaryGland,RNF112
MYH11+ C13 SalivaryGland,SERPINA1
MYH11+ C13 SalivaryGland,BRAF
MYH11+ C13 SalivaryGland,TRPT1
MYH11+ C13 SalivaryGland,TTC7B
MYH11+ C13 SalivaryGland,IQSEC1
MYH11+ C13 SalivaryGland,DNAJC16
MYH11+ C13 SalivaryGland,CYP46A1
MYH11+ C13 SalivaryGland,SAP30L
MYH11+ C13 SalivaryGland,ROCK2
MYH11+ C13 SalivaryGland,FCHO2
MYH11+ C13 SalivaryGland,WDFY3
MYH11+ C13 SalivaryGland,ARHGEF28
MYH11+ C13 SalivaryGland,APC
MYH11+ C13 SalivaryGland,YTHDC2
MYH11+ C13 SalivaryGland,TIGD1
MYH11+ C13 SalivaryGland,DCLK2
MYH11+ C13 SalivaryGland,CDH1
MYH11+ C13 SalivaryGland,ZBED5
MYH11+ C13 SalivaryGland,PPP2CA
MYH11+ C13 SalivaryGland,AP1M1
MYH11+ C13 SalivaryGland,AIFM1
MYH11+ C13 SalivaryGland,FLII
MYH11+ C13 SalivaryGland,SLC22A3
MYH11+ C13 SalivaryGland,TMEM225B
MYH11+ C13 SalivaryGland,TMCO4
MYH11+ C13 SalivaryGland,HIGD1A
MYH11+ C13 SalivaryGland,TRIM24
MYH11+ C13 SalivaryGland,RPS6KB1
MYH11+ C13 SalivaryGland,DUSP8
MYH11+ C13 SalivaryGland,DUSP23
MYH11+ C13 SalivaryGland,NSMCE1
MYH11+ C13 SalivaryGland,SF3B4
MYH11+ C13 SalivaryGland,SYNPO2
MYH11+ C13 SalivaryGland,RYK
MYH11+ C13 SalivaryGland,SERP2
MYH11+ C13 SalivaryGland,PARD6A
MYH11+ C13 SalivaryGland,NUP107
MYH11+ C13 SalivaryGland,RALGAPA1
MYH11+ C13 SalivaryGland,PKD1L1
MYH11+ C13 SalivaryGland,CLOCK
MYH11+ C13 SalivaryGland,CNTNAP3B
MYH11+ C13 SalivaryGland,PCNX2
MYH11+ C13 SalivaryGland,MACF1
MYH11+ C13 SalivaryGland,POMT1
MYH11+ C13 SalivaryGland,COX8A
MYH11+ C13 SalivaryGland,MRPL34
MYH11+ C13 SalivaryGland,CHD1L
MYH11+ C13 SalivaryGland,CHM
MYH11+ C13 SalivaryGland,PTBP2
MYH11+ C13 SalivaryGland,NUP62
MYH11+ C13 SalivaryGland,DCTN4
MYH11+ C13 SalivaryGland,MYOCD
MYH11+ C13 SalivaryGland,LINC00514
MYH11+ C13 SalivaryGland,TNFRSF19
MYH11+ C13 SalivaryGland,UBE2Q2
MYH11+ C13 SalivaryGland,AK2
MYH11+ C13 SalivaryGland,VKORC1L1
MYH11+ C13 SalivaryGland,ZNF506
MYH11+ C13 SalivaryGland,KANK1
MYH11+ C13 SalivaryGland,KCNMA1
MYH11+ C13 SalivaryGland,FBXL2
MYH11+ C13 SalivaryGland,RNF150
MYH11+ C13 SalivaryGland,BTBD16
MYH11+ C13 SalivaryGland,B3GALT5
MYH11+ C13 SalivaryGland,RALGPS2
MYH11+ C13 SalivaryGland,FCHSD2
MYH11+ C13 SalivaryGland,KIF3A
MYH11+ C13 SalivaryGland,PLEKHO1
MYH11+ C13 SalivaryGland,PRKAR1A
MYH11+ C13 SalivaryGland,CASZ1
MYH11+ C13 SalivaryGland,PAAF1
MYH11+ C13 SalivaryGland,RNPC3
MYH11+ C13 SalivaryGland,GCFC2
MYH11+ C13 SalivaryGland,LUZP1
MYH11+ C13 SalivaryGland,UBR7
MYH11+ C13 SalivaryGland,ZC3H14
MYH11+ C13 SalivaryGland,NAIP
MYH11+ C13 SalivaryGland,ELMOD2
MYH11+ C13 SalivaryGland,ARID5B
MYH11+ C13 SalivaryGland,ADAMTS19
MYH11+ C13 SalivaryGland,SWI5
MYH11+ C13 SalivaryGland,CDC16
MYH11+ C13 SalivaryGland,PREB
MYH11+ C13 SalivaryGland,CYP4X1
MYH11+ C13 SalivaryGland,PDE1A
MYH11+ C13 SalivaryGland,ANKRD52
MYH11+ C13 SalivaryGland,IGFBP5
MYH11+ C13 SalivaryGland,CALM2
MYH11+ C13 SalivaryGland,MPLKIP
MYH11+ C13 SalivaryGland,CPE
MYH11+ C13 SalivaryGland,NUBP2
MYH11+ C13 SalivaryGland,DAG1
MYH11+ C13 SalivaryGland,ADM
MYH11+ C13 SalivaryGland,TCEAL4
MYH11+ C13 SalivaryGland,PHF13
MYH11+ C13 SalivaryGland,PSMG3
MYH11+ C13 SalivaryGland,SMTN
MYH11+ C13 SalivaryGland,ACVR1
MYH11+ C13 SalivaryGland,KCNN4
MYH11+ C13 SalivaryGland,COMTD1
MYH11+ C13 SalivaryGland,E2F5
MYH11+ C13 SalivaryGland,MLIP
MYH11+ C13 SalivaryGland,ADAM19
MYH11+ C13 SalivaryGland,FAM174A
MYH11+ C13 SalivaryGland,TMEM9B
MYH11+ C13 SalivaryGland,ATAD3B
MYH11+ C13 SalivaryGland,ALDH1B1
MYH11+ C13 SalivaryGland,KLHL32
MYH11+ C13 SalivaryGland,ESYT2
MYH11+ C13 SalivaryGland,PCDHB3
MYH11+ C13 SalivaryGland,PER1
MYH11+ C13 SalivaryGland,WDCP
MYH11+ C13 SalivaryGland,PTCH1
MYH11+ C13 SalivaryGland,TBC1D15
MYH11+ C13 SalivaryGland,MAU2
MYH11+ C13 SalivaryGland,UBE2Z
MYH11+ C13 SalivaryGland,GCN1
MYH11+ C13 SalivaryGland,MXI1
MYH11+ C13 SalivaryGland,PDE3A
MYH11+ C13 SalivaryGland,GAPVD1
MYH11+ C13 SalivaryGland,BTBD2
MYH11+ C13 SalivaryGland,CAVIN1
MYH11+ C13 SalivaryGland,ITGB1
MYH11+ C13 SalivaryGland,SIRT5
MYH11+ C13 SalivaryGland,ARHGDIA
MYH11+ C13 SalivaryGland,MPDU1
MYH11+ C13 SalivaryGland,PREX1
MYH11+ C13 SalivaryGland,KIF5A
MYH11+ C13 SalivaryGland,ANXA6
MYH11+ C13 SalivaryGland,RIN2
MYH11+ C13 SalivaryGland,FILIP1L
MYH11+ C13 SalivaryGland,KIAA2026
MYH11+ C13 SalivaryGland,CENPJ
MYH11+ C13 SalivaryGland,MRVI1
MYH11+ C13 SalivaryGland,VPS54
MYH11+ C13 SalivaryGland,MED13L
MYH11+ C13 SalivaryGland,VOPP1
MYH11+ C13 SalivaryGland,DAW1
MYH11+ C13 SalivaryGland,TUBB6
MYH11+ C13 SalivaryGland,EHBP1L1
MYH11+ C13 SalivaryGland,SIN3B
MYH11+ C13 SalivaryGland,STEAP3
MYH11+ C13 SalivaryGland,SLC24A3
MYH11+ C13 SalivaryGland,PDGFD
MYH11+ C13 SalivaryGland,VWA1
MYH11+ C13 SalivaryGland,LOXL3
MYH11+ C13 SalivaryGland,CTDSP2
MYH11+ C13 SalivaryGland,RICTOR
MYH11+ C13 SalivaryGland,KLHL29
MYH11+ C13 SalivaryGland,DTNA
MYH11+ C13 SalivaryGland,NAGA
MYH11+ C13 SalivaryGland,TMEM179B
MYH11+ C13 SalivaryGland,CNN3
MYH11+ C13 SalivaryGland,MCAM
MYH11+ C13 SalivaryGland,BCAS3
C3 SalivaryGland,APOC1
C3 SalivaryGland,APOE
C3 SalivaryGland,CA3
C3 SalivaryGland,NDUFA4L2
C3 SalivaryGland,MDFI
C3 SalivaryGland,COX4I2
C3 SalivaryGland,PPDPFL
C3 SalivaryGland,APLNR
C3 SalivaryGland,CCL13
C3 SalivaryGland,SLCO1C1
C3 SalivaryGland,DENND2D
C3 SalivaryGland,OLFM4
C3 SalivaryGland,PPARG
C3 SalivaryGland,RSPO4
C3 SalivaryGland,CHI3L1
C3 SalivaryGland,ALPL
C3 SalivaryGland,PTGDS
C3 SalivaryGland,FMO3
C3 SalivaryGland,SCN4B
C3 SalivaryGland,ANO7
C3 SalivaryGland,C7
C3 SalivaryGland,HFM1
C3 SalivaryGland,ELOVL3
C3 SalivaryGland,PCSK1
C3 SalivaryGland,EYA1
C3 SalivaryGland,EPHA7
C3 SalivaryGland,SNAI2
C3 SalivaryGland,C1orf54
C3 SalivaryGland,GLIS3
C3 SalivaryGland,PON3
C3 SalivaryGland,NFASC
C3 SalivaryGland,BMPER
C3 SalivaryGland,TIMP4
C3 SalivaryGland,SPATA9
C3 SalivaryGland,CCL8
C3 SalivaryGland,FLRT3
C3 SalivaryGland,DUSP15
C3 SalivaryGland,SEPTIN4
C3 SalivaryGland,GGT5
C3 SalivaryGland,DBX2
C3 SalivaryGland,PLA2G2A
C3 SalivaryGland,ATP8B4
C3 SalivaryGland,CPXM1
C3 SalivaryGland,USP6
C3 SalivaryGland,LYVE1
C3 SalivaryGland,AHRR
C3 SalivaryGland,CYGB
C3 SalivaryGland,TMEM176A
C3 SalivaryGland,TMEM37
C3 SalivaryGland,RNF175
C3 SalivaryGland,AC011043.1
C3 SalivaryGland,SLC66A1L
C3 SalivaryGland,PTPRT
C3 SalivaryGland,LSAMP
C3 SalivaryGland,EPYC
C3 SalivaryGland,MGST1
C3 SalivaryGland,IL11RA
C3 SalivaryGland,SUSD1
C3 SalivaryGland,CD79B
C3 SalivaryGland,NME4
C3 SalivaryGland,DPYS
C3 SalivaryGland,SCT
C3 SalivaryGland,GUCY1A1
C3 SalivaryGland,GNRH2
C3 SalivaryGland,HSD17B8
C3 SalivaryGland,SMIM10L2A
C3 SalivaryGland,CCDC146
C3 SalivaryGland,PRR16
C3 SalivaryGland,PTGFR
C3 SalivaryGland,CD74
C3 SalivaryGland,PRCD
C3 SalivaryGland,PLAC8
C3 SalivaryGland,CXCL12
C3 SalivaryGland,S1PR1
C3 SalivaryGland,PTPRN2
C3 SalivaryGland,RAET1G
C3 SalivaryGland,SMIM36
C3 SalivaryGland,PTX3
C3 SalivaryGland,C16orf74
C3 SalivaryGland,GSC
C3 SalivaryGland,SLC38A5
C3 SalivaryGland,TMEM150C
C3 SalivaryGland,IGF1
C3 SalivaryGland,CLDN23
C3 SalivaryGland,SLC26A4
C3 SalivaryGland,AMACR
C3 SalivaryGland,DLX5
C3 SalivaryGland,RHBDD2
C3 SalivaryGland,ME1
C3 SalivaryGland,CCDC120
C3 SalivaryGland,NAV2
C3 SalivaryGland,RAC3
C3 SalivaryGland,NELL1
C3 SalivaryGland,CLVS2
C3 SalivaryGland,C6
C3 SalivaryGland,LTB4R
C3 SalivaryGland,RPLP0
C3 SalivaryGland,MST1
C3 SalivaryGland,RASD1
C3 SalivaryGland,LIPT2
C3 SalivaryGland,RAB20
C3 SalivaryGland,ELOVL1
C3 SalivaryGland,DCHS2
C3 SalivaryGland,HLA-DRA
C3 SalivaryGland,CCDC151
C3 SalivaryGland,EFEMP1
C3 SalivaryGland,SERPINF2
C3 SalivaryGland,RBP5
C3 SalivaryGland,SCD5
C3 SalivaryGland,SNCG
C3 SalivaryGland,IL1R2
C3 SalivaryGland,IL18R1
C3 SalivaryGland,ACSL5
C3 SalivaryGland,EMID1
C3 SalivaryGland,EPHX1
C3 SalivaryGland,SYNPO2L
C3 SalivaryGland,PSRC1
C3 SalivaryGland,SMIM10
C3 SalivaryGland,FMO1
C3 SalivaryGland,ALDH8A1
C3 SalivaryGland,CDK4
C3 SalivaryGland,PSD
C3 SalivaryGland,LOXL3
C3 SalivaryGland,C14orf39
C3 SalivaryGland,EBPL
C3 SalivaryGland,PLPPR4
C3 SalivaryGland,CMTM8
C3 SalivaryGland,LAG3
C3 SalivaryGland,MPP1
C3 SalivaryGland,PDE9A
C3 SalivaryGland,SLC9A3R2
C3 SalivaryGland,PPP1R1A
C3 SalivaryGland,ABHD14B
C3 SalivaryGland,MAPK13
C3 SalivaryGland,ROM1
C3 SalivaryGland,TEX26
C3 SalivaryGland,HOXD4
C3 SalivaryGland,HIF3A
C3 SalivaryGland,EEF1AKMT4
C3 SalivaryGland,IGFL4
C3 SalivaryGland,PACSIN3
C3 SalivaryGland,C6orf141
